id,ap_id,latitude,longitude,timestamp
264,3233,28.200476,83.941997,2019-01-07 00:04:38.500000
265,3233,28.200475,83.941931,2019-01-07 00:04:39.125000
266,3233,28.200409,83.941751,2019-01-07 00:04:39.750000
267,3233,28.200278,83.94155,2019-01-07 00:04:40.375000
268,3233,28.200181,83.9415,2019-01-07 00:04:41.000000
269,3233,28.200026,83.941451,2019-01-07 00:04:41.625000
270,3233,28.199992,83.941416,2019-01-07 00:04:42.250000
271,3233,28.199989,83.941343,2019-01-07 00:04:42.875000
272,3233,28.200008,83.941296,2019-01-07 00:04:43.500000
273,3233,28.200333,83.941088,2019-01-07 00:04:44.125000
274,3233,28.200675,83.940911,2019-01-07 00:04:44.750000
275,3233,28.201056,83.940744,2019-01-07 00:04:45.375000
276,3233,28.201302,83.945309,2019-07-01 00:04:26.000000
277,3233,28.201404,83.940688,2019-07-01 00:04:46.000000
278,3233,28.201538,83.940578,2019-01-07 00:04:46.555555
279,3233,28.201559,83.940754,2019-01-07 00:04:47.111111
280,3233,28.20136,83.941265,2019-01-07 00:04:47.666666
281,3233,28.201367,83.941368,2019-01-07 00:04:48.222222
282,3233,28.20139,83.941468,2019-01-07 00:04:48.777777
283,3233,28.201403,83.941684,2019-01-07 00:04:49.333333
284,3233,28.20145,83.941758,2019-01-07 00:04:49.888888
285,3233,28.201442,83.941907,2019-01-07 00:04:50.444444
286,3233,28.20155,83.94213,2019-01-07 00:04:50.999999
287,3233,28.201708,83.942363,2019-01-07 00:04:51.555555
288,3233,28.201708,83.942446,2019-01-07 00:04:52.111111
289,3233,28.201603,83.942669,2019-01-07 00:04:52.666666
290,3233,28.201624,83.942759,2019-01-07 00:04:53.222222
291,3233,28.201617,83.942872,2019-01-07 00:04:53.777777
292,3233,28.201521,83.942932,2019-01-07 00:04:54.333333
293,3233,28.201431,83.943045,2019-01-07 00:04:54.888888
294,3233,28.201394,83.943127,2019-01-07 00:04:55.444444
295,3233,28.201448,83.94063,2019-07-01 00:04:46.000000
296,3233,28.201211,83.94327,2019-07-01 00:04:56.000000
297,3233,28.201144,83.943429,2019-01-07 00:04:56.085106
298,3233,28.201108,83.943638,2019-01-07 00:04:56.170212
299,3233,28.20114,83.943743,2019-01-07 00:04:56.255319
300,3233,28.201133,83.943849,2019-01-07 00:04:56.340425
301,3233,28.201162,83.94406,2019-01-07 00:04:56.425531
302,3233,28.201263,83.944239,2019-01-07 00:04:56.510638
303,3233,28.201452,83.94442,2019-01-07 00:04:56.595744
304,3233,28.201551,83.944738,2019-01-07 00:04:56.680851
305,3233,28.201531,83.944853,2019-01-07 00:04:56.765957
306,3233,28.201426,83.944999,2019-01-07 00:04:56.851063
307,3233,28.201282,83.945158,2019-01-07 00:04:56.936170
308,3233,28.201226,83.945247,2019-01-07 00:04:57.021276
309,3233,28.201282,83.945158,2019-01-07 00:04:57.106382
310,3233,28.201426,83.944999,2019-01-07 00:04:57.191489
311,3233,28.201531,83.944853,2019-01-07 00:04:57.276595
312,3233,28.201551,83.944738,2019-01-07 00:04:57.361702
313,3233,28.201452,83.94442,2019-01-07 00:04:57.446808
